input_text_bio,bio_tags
How many stations are between CHONG NONSI station and nationap stadium station ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium I-National_Stadium O
Is there a transfer between BTS nationar stadium and sayam ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Siam O
How many minutes between saint louis BTS stop and sala deng BTS stop by BTS ?,O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O O
How many stops between syam BTS and ratchadamuri BTS ?,O O O O B-Siam I-Siam O B-Ratchadamri I-Ratchadamri O
Can I go from st louie BTS to chong nonsri BTS without switching ?,O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
Which station do I change at when going from chongnonsi BTS to sintl ouis BTS ?,O O O O O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Which interchange connects sayam to chong nosi station ?,O O O B-Siam O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Can I ride BTS from BTS chong nonsui to sayam BTS stop directly ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Siam I-Siam I-Siam O O
Is there a transfer between ntl stadium and Skytrain sara daeng ?,O O O O O B-National_Stadium I-National_Stadium O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Which interchange connects saphan taksine BTS stop to Skytrain saint louiz ?,O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Is there a transfer between st. lewis station and SURASAK BTS ?,O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Surasak I-Surasak O
Which line should I take from sapant aksin BTS to reach surasak BTS stop ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O B-Surasak I-Surasak I-Surasak O
Which line should I take from BTS st louis to reach Skytrain saphan taksen ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Can I go from chongnonsi station to suraasak BTS without switching ?,O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Surasak I-Surasak O O O
Which line should I take from SALA DAENG BTS stop to reach BTS stadium bts ?,O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O B-National_Stadium I-National_Stadium I-National_Stadium O
Does nationalstadium station connect to Skytrain suracak ?,O B-National_Stadium I-National_Stadium O O B-Surasak I-Surasak O
Do I need to change lines from Skytrain chong nnsi to saladaeng BTS ?,O O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Sala_Daeng I-Sala_Daeng O
Which station do I change at when going from national studiam BTS to SALA DAENG station ?,O O O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
How many minutes between safantaksin BTS stop and ratchadamree BTS by BTS ?,O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Ratchadamri I-Ratchadamri O O O
What is the BTS route from saphantaksiin station to rachadumri BTS ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Ratchadamri I-Ratchadamri O
How many stations are between surassak BTS stop and Skytrain sala daeg ?,O O O O O B-Surasak I-Surasak I-Surasak O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Can I ride BTS from chong nonsy station to BTS national stadium directly ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium I-National_Stadium O O
Which line should I take from ratchuadamri BTS stop to reach sapan taksin BTS ?,O O O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Is there a transfer between Skytrain mationalstadium and Skytrain sala dange ?,O O O O O B-National_Stadium I-National_Stadium O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Which station do I change at when going from siuam BTS to BTS ratjadamri ?,O O O O O O O O O B-Siam I-Siam O B-Ratchadamri I-Ratchadamri O
Does suracak BTS connect to saphan tasin BTS ?,O B-Surasak I-Surasak O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
How many minutes between suorasak station and SAPHAN TAKSIN BTS by BTS ?,O O O O B-Surasak I-Surasak O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
Which line should I take from ratchadamori to reach Skytrain saint rouis ?,O O O O O O B-Ratchadamri O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Is there a direct BTS line connecting BTS national statium and Skytrain siamm ?,O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Siam I-Siam O
Where is stadium national BTS ?,O O B-National_Stadium I-National_Stadium I-National_Stadium O
Which interchange connects saint louiz BTS to Skytrain saladang ?,O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Sala_Daeng I-Sala_Daeng O
Is there a transfer between national stadiam BTS and soiam BTS ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Siam I-Siam O
Do I need to change lines from Skytrain saphan taksen to national stadum BTS stop ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
Which station do I change at when going from ratchadumri BTS stop to saintluis ?,O O O O O O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Saint_Louis O
What is the BTS route from BTS st luis to nationalstadium BTS ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-National_Stadium I-National_Stadium O
Is there a direct BTS line connecting szphan taksin and saontlouis BTS stop ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Do I need to change lines from sainu tlouis to sala daeng BTS ?,O O O O O O O B-Saint_Louis I-Saint_Louis O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
How many stops between BTS santl ouis and saphan taksin ?,O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Saphan_Taksin I-Saphan_Taksin O
How many stations are between ziam and Skytrain shong nonsi ?,O O O O O B-Siam O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Which station do I change at when going from Skytrain syam to Skytrain sala daenag ?,O O O O O O O O O B-Siam I-Siam O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Which interchange connects sayam station to sala dange BTS ?,O O O B-Siam I-Siam O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Which station do I change at when going from Skytrain saphan taxin to srasak BTS stop ?,O O O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Surasak I-Surasak I-Surasak O
Is there a transfer between surassak BTS stop and Skytrain SALA DAENG ?,O O O O O B-Surasak I-Surasak I-Surasak O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Is there a direct BTS line connecting st. lewis BTS and saphan takzin station ?,O O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Do I need to change lines from chong nonsii to sayam BTS stop ?,O O O O O O O B-Chong_Nonsi I-Chong_Nonsi O B-Siam I-Siam I-Siam O
Do I need to change lines from Skytrain stadium national to saint louiz BTS stop ?,O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O
How do I commute from Skytrain siuam to ratchadamuri BTS stop using BTS ?,O O O O O B-Siam I-Siam O B-Ratchadamri I-Ratchadamri I-Ratchadamri O O O
What is the BTS route from saphan takshin BTS stop to SALA DAENG BTS ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Does surasoak BTS stop connect to syam station ?,O B-Surasak I-Surasak I-Surasak O O B-Siam I-Siam O
Can I ride BTS from chong nonsie BTS stop to Skytrain st luis directly ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O
Is it possible to travel from SALA DAENG to Skytrain ratjadamri without transfer ?,O O O O O O B-Sala_Daeng I-Sala_Daeng O B-Ratchadamri I-Ratchadamri O O O
How many minutes between sapan taksin and Skytrain surausak by BTS ?,O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Surasak I-Surasak O O O
Is there a transfer between BTS nat stadium and saphan taxin station ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
How many stations are between BTS the national stadium and SAINT LOUIS ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Saint_Louis I-Saint_Louis O
Is it possible to travel from suraszk to BTS siam without transfer ?,O O O O O O B-Surasak O B-Siam I-Siam O O O
Does BTS chongnonsee connect to BTS ratchadamree ?,O B-Chong_Nonsi I-Chong_Nonsi O O B-Ratchadamri I-Ratchadamri O
How many stops between ratchadumri and sara daeng ?,O O O O B-Ratchadamri O B-Sala_Daeng I-Sala_Daeng O
Do I need to change lines from saphan takin to siyam BTS stop ?,O O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Siam I-Siam I-Siam O
Does BTS saphan tasin connect to national stadiam BTS ?,O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O B-National_Stadium I-National_Stadium I-National_Stadium O
What is the fastest way to get from saphan taksine BTS to siyam BTS stop by Skytrain ?,O O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Siam I-Siam I-Siam O O O
How many stops between BTS chong nonsi and BTS saladaeng ?,O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Sala_Daeng I-Sala_Daeng O
Is there a transfer between national stadum BTS and BTS chong nonsri ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
What is the BTS route from BTS suraak to sala deng station ?,O O O O O O B-Surasak I-Surasak O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
How do I commute from saphnt aksin station to Skytrain nat stadium using BTS ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium O O O
Which line should I take from SAINT LOUIS BTS stop to reach rajadamri ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O O B-Ratchadamri O
What is the fastest way to get from surasek station to Skytrain chong nonusi by Skytrain ?,O O O O O O O O B-Surasak I-Surasak O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O O
Which station do I change at when going from sala deng BTS to siamm station ?,O O O O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Siam I-Siam O
Can I go from ratchadamri BTS to saphan taksin BTS without switching ?,O O O O B-Ratchadamri I-Ratchadamri O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
What is the fastest way to get from sayam station to st. louis by Skytrain ?,O O O O O O O O B-Siam I-Siam O B-Saint_Louis I-Saint_Louis O O O
Which line should I take from Skytrain sainf louis to reach BTS suraeak ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O B-Surasak I-Surasak O
Do I need to change lines from BTS ratchdamri to surasek station ?,O O O O O O O B-Ratchadamri I-Ratchadamri O B-Surasak I-Surasak O
Does rautchadamri BTS stop connect to siamm station ?,O B-Ratchadamri I-Ratchadamri I-Ratchadamri O O B-Siam I-Siam O
What is the BTS route from BTS ratjadamri to Skytrain chongnonsi ?,O O O O O O B-Ratchadamri I-Ratchadamri O B-Chong_Nonsi I-Chong_Nonsi O
Do I need to change lines from rathadamri BTS stop to BTS national studiam ?,O O O O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-National_Stadium I-National_Stadium I-National_Stadium O
What is the BTS route from saloadaeng BTS stop to nationae lstadium BTS ?,O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium I-National_Stadium O
What is the BTS route from suracak station to st. louis BTS ?,O O O O O O B-Surasak I-Surasak O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
How do I commute from Skytrain suurasak to sala daenb using BTS ?,O O O O O B-Surasak I-Surasak O B-Sala_Daeng I-Sala_Daeng O O O
Which line should I take from saphat aksin BTS to reach SURASAK ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O B-Surasak O
Can I go from ratcadamri station to ntionalstadium station without switching ?,O O O O B-Ratchadamri I-Ratchadamri O B-National_Stadium I-National_Stadium O O O
Is there a direct BTS line connecting sulasak and saint luis BTS stop ?,O O O O O O O B-Surasak O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O
What is the fastest way to get from surasack BTS stop to santl ouis station by Skytrain ?,O O O O O O O O B-Surasak I-Surasak I-Surasak O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
Do I need to change lines from chongnonsee BTS stop to stadium national BTS stop ?,O O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
Can I ride BTS from eurasak to BTS chongnonsi directly ?,O O O O O B-Surasak O B-Chong_Nonsi I-Chong_Nonsi O O
How do I commute from sala deng BTS to national sport stadium BTS using BTS ?,O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O O
Can I ride BTS from chong non si station to sala daeeng station directly ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O
Can I go from chong nonsy BTS to nationalistadium station without switching ?,O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium O O O
Can I go from Skytrain surasoak to siam BTS without switching ?,O O O O B-Surasak I-Surasak O B-Siam I-Siam O O O
How many stations are between st louis BTS and Skytrain rajadamri ?,O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Ratchadamri I-Ratchadamri O
Which station do I change at when going from stadium bts BTS stop to BTS saradaeng ?,O O O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Sala_Daeng I-Sala_Daeng O
Which interchange connects saphan taksine BTS stop to BTS surasak ?,O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Surasak I-Surasak O
How many stations are between syam BTS and sala dange BTS stop ?,O O O O O B-Siam I-Siam O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Is there a direct BTS line connecting surasak station and Skytrain chognonsi ?,O O O O O O O B-Surasak I-Surasak O B-Chong_Nonsi I-Chong_Nonsi O
Which interchange connects Skytrain saphajtaksin to ratshadamri BTS ?,O O O B-Saphan_Taksin I-Saphan_Taksin O B-Ratchadamri I-Ratchadamri O
Can I ride BTS from chong nonsii BTS to st. lewis BTS directly ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O
Is it possible to travel from saphan taksin BTS stop to sala deng BTS stop without transfer ?,O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O O
Can I go from BTS RATCHADAMRI to SALA DAENG without switching ?,O O O O B-Ratchadamri I-Ratchadamri O B-Sala_Daeng I-Sala_Daeng O O O
Which station do I change at when going from radchadamri to surasack ?,O O O O O O O O O B-Ratchadamri O B-Surasak O
Which line should I take from RATCHADAMRI to reach suraak BTS ?,O O O O O O B-Ratchadamri O O B-Surasak I-Surasak O
What is the BTS route from BTS suiam to suraasak BTS stop ?,O O O O O O B-Siam I-Siam O B-Surasak I-Surasak I-Surasak O
Which interchange connects nationalstadium to BTS chongnonsee ?,O O O B-National_Stadium O B-Chong_Nonsi I-Chong_Nonsi O
Do I need to change lines from Skytrain st. lewis to chongnoni BTS ?,O O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Chong_Nonsi I-Chong_Nonsi O
Is it possible to travel from sports stadium to reatchadamri station without transfer ?,O O O O O O B-National_Stadium I-National_Stadium O B-Ratchadamri I-Ratchadamri O O O
Is there a transfer between chongnonsee and the national stadium station ?,O O O O O B-Chong_Nonsi O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
Can I go from Skytrain eaphantaksin to BTS NATIONAL STADIUM without switching ?,O O O O B-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium I-National_Stadium O O O
Is it possible to travel from saintlouis BTS stop to BTS sala daenf without transfer ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O O
How many stations are between chkngnonsi and saint louiz BTS stop ?,O O O O O B-Chong_Nonsi O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O
How do I commute from surassak station to Skytrain ratchadumri using BTS ?,O O O O O B-Surasak I-Surasak O B-Ratchadamri I-Ratchadamri O O O
Which interchange connects surasauk station to saphan takzin BTS ?,O O O B-Surasak I-Surasak O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Do I need to change lines from nationar stadium to Skytrain saphantaksin ?,O O O O O O O B-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin O
How many stations are between st. louis station and SALA DAENG ?,O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Sala_Daeng I-Sala_Daeng O
What is the BTS route from saint lous station to RATCHADAMRI station ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Ratchadamri I-Ratchadamri O
Can I ride BTS from ratchaodamri BTS to saintluis station directly ?,O O O O O B-Ratchadamri I-Ratchadamri O B-Saint_Louis I-Saint_Louis O O
Which line should I take from surassak BTS to reach sizm station ?,O O O O O O B-Surasak I-Surasak O O B-Siam I-Siam O
Which interchange connects Skytrain rztchadamri to siamm ?,O O O B-Ratchadamri I-Ratchadamri O B-Siam O
Can I ride BTS from sulasak to BTS sqintlouis directly ?,O O O O O B-Surasak O B-Saint_Louis I-Saint_Louis O O
Which line should I take from BTS rachadamri to reach st. lewis BTS ?,O O O O O O B-Ratchadamri I-Ratchadamri O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Is there a transfer between BTS rachadumri and nationaletadium BTS ?,O O O O O B-Ratchadamri I-Ratchadamri O B-National_Stadium I-National_Stadium O
How do I commute from Skytrain st. louis to saphan takzin station using BTS ?,O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O O O
How many stations are between ratchadumri BTS stop and saint rouis ?,O O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Saint_Louis I-Saint_Louis O
What is the fastest way to get from Skytrain surasak to soam station by Skytrain ?,O O O O O O O O B-Surasak I-Surasak O B-Siam I-Siam O O O
Which interchange connects saphan takzin station to BTS ratchadamree ?,O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Ratchadamri I-Ratchadamri O
What is the BTS route from sainu tlouis BTS to sara daeng station ?,O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Can I ride BTS from CHONG NONSI BTS stop to stadium national station directly ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium I-National_Stadium O O
Is it possible to travel from sala dange BTS to Skytrain stadium national without transfer ?,O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium I-National_Stadium O O O
What is the BTS route from national stacium to BTS saint luis ?,O O O O O O B-National_Stadium I-National_Stadium O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Which station do I change at when going from BTS SAPHAN TAKSIN to surasaak ?,O O O O O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Surasak O
Which station do I change at when going from BTS national stdium to Skytrain sauntlouis ?,O O O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saint_Louis I-Saint_Louis O
What is the fastest way to get from saldaeng BTS stop to siaintlouis by Skytrain ?,O O O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O B-Saint_Louis O O O
Is it possible to travel from suurasak BTS stop to sala dange BTS without transfer ?,O O O O O O B-Surasak I-Surasak I-Surasak O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O O
How many stops between SIAM station and st. louis ?,O O O O B-Siam I-Siam O B-Saint_Louis I-Saint_Louis O
How many stops between CHONG NONSI station and SIAM BTS stop ?,O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Siam I-Siam I-Siam O
Does ratchadaamri station connect to st luis BTS ?,O B-Ratchadamri I-Ratchadamri O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Is there a direct BTS line connecting sainu tlouis station and sala daeng station ?,O O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Which line should I take from sala dange station to reach saphan takzin BTS stop ?,O O O O O O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Does chongnonsee connect to BTS nationalistadium ?,O B-Chong_Nonsi O O B-National_Stadium I-National_Stadium O
Which station do I change at when going from SAINT LOUIS BTS to BTS surasack ?,O O O O O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Surasak I-Surasak O
What is the fastest way to get from saphantaeksin station to saintrouis BTS stop by Skytrain ?,O O O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O O
How do I commute from BTS saphan taksen to NATIONAL STADIUM using BTS ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-National_Stadium I-National_Stadium O O O
How many stops between CHONG NONSI and national statium ?,O O O O B-Chong_Nonsi I-Chong_Nonsi O B-National_Stadium I-National_Stadium O
Do I need to change lines from national stadiam BTS stop to syam BTS ?,O O O O O O O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O B-Siam I-Siam O
How many stops between taksin bridge station and SIAM BTS stop ?,O O O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O B-Siam I-Siam I-Siam O
Can I ride BTS from BTS saphantaksin to BTS st louie directly ?,O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Saint_Louis I-Saint_Louis I-Saint_Louis O O
How many stations are between BTS nat stadium and sala deng ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Sala_Daeng I-Sala_Daeng O
Which station do I change at when going from saphantasin BTS to ratchadamri BTS stop ?,O O O O O O O O O B-Saphan_Taksin I-Saphan_Taksin O B-Ratchadamri I-Ratchadamri I-Ratchadamri O
What is the BTS route from BTS surasack to RATCHADAMRI station ?,O O O O O O B-Surasak I-Surasak O B-Ratchadamri I-Ratchadamri O
How many stations are between BTS chong non si and BTS suraasak ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Surasak I-Surasak O
How do I commute from BTS rztchadamri to BTS siamm using BTS ?,O O O O O B-Ratchadamri I-Ratchadamri O B-Siam I-Siam O O O
Does BTS sayam connect to BTS ratshadamri ?,O B-Siam I-Siam O O B-Ratchadamri I-Ratchadamri O
How many stations are between Skytrain chong non si and Skytrain sala dange ?,O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Can I go from Skytrain saldaeng to Skytrain national stadum without switching ?,O O O O B-Sala_Daeng I-Sala_Daeng O B-National_Stadium I-National_Stadium I-National_Stadium O O O
Do I need to change lines from national studiam to Skytrain sala daeng ?,O O O O O O O B-National_Stadium I-National_Stadium O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
Is it possible to travel from sayam BTS to BTS stadium national without transfer ?,O O O O O O B-Siam I-Siam O B-National_Stadium I-National_Stadium I-National_Stadium O O O
Which station do I change at when going from ratchdamri BTS stop to SURASAK ?,O O O O O O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Surasak O
How many minutes between BTS rarchadamri and Skytrain sala dange by BTS ?,O O O O B-Ratchadamri I-Ratchadamri O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O O O
How many stations are between Skytrain st. louis and chong nonsy station ?,O O O O O B-Saint_Louis I-Saint_Louis I-Saint_Louis O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Is there a transfer between ratchadamori BTS stop and BTS st. louis ?,O O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Saint_Louis I-Saint_Louis I-Saint_Louis O
Is it possible to travel from RATCHADAMRI BTS stop to Skytrain surasek without transfer ?,O O O O O O B-Ratchadamri I-Ratchadamri I-Ratchadamri O B-Surasak I-Surasak O O O
Can I go from national stadum station to siyam BTS without switching ?,O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Siam I-Siam O O O
How many minutes between BTS srasak and stadium bts BTS stop by BTS ?,O O O O B-Surasak I-Surasak O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O O O
Is there a direct BTS line connecting siyam BTS and NATIONAL STADIUM BTS stop ?,O O O O O O O B-Siam I-Siam O B-National_Stadium I-National_Stadium I-National_Stadium I-National_Stadium O
Is there a transfer between suracak BTS stop and BTS ratchadamli ?,O O O O O B-Surasak I-Surasak I-Surasak O B-Ratchadamri I-Ratchadamri O
Can I ride BTS from chongnonsee to siyam station directly ?,O O O O O B-Chong_Nonsi O B-Siam I-Siam O O
Is there a transfer between BTS stadium bts and BTS taksin bridge ?,O O O O O B-National_Stadium I-National_Stadium I-National_Stadium O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Is there a direct BTS line connecting Skytrain saintlouais and BTS saphan taksen ?,O O O O O O O B-Saint_Louis I-Saint_Louis O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Which line should I take from BTS naionalstadium to reach BTS safant aksin ?,O O O O O O B-National_Stadium I-National_Stadium O O B-Saphan_Taksin I-Saphan_Taksin I-Saphan_Taksin O
Which line should I take from chong monsi BTS stop to reach saint luis BTS stop ?,O O O O O O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O O B-Saint_Louis I-Saint_Louis I-Saint_Louis I-Saint_Louis O
Is there a direct BTS line connecting stadium bts and chongnonsee BTS stop ?,O O O O O O O B-National_Stadium I-National_Stadium O B-Chong_Nonsi I-Chong_Nonsi I-Chong_Nonsi O
Is it possible to travel from chongnonsee to Skytrain sulasak without transfer ?,O O O O O O B-Chong_Nonsi O B-Surasak I-Surasak O O O
Which station do I change at when going from siamm to SALA DAENG BTS ?,O O O O O O O O O B-Siam O B-Sala_Daeng I-Sala_Daeng I-Sala_Daeng O
